,,,,,, • 공격 사거리: 0.3125 → 0.1562,,,,,,• 소환 시간: 23.6 → 26.8,,,,,, • 체력: 325 → 300,,,,,,
,,,,,,스팀팩,,,,,, • 보호막/체력: 60/110 → 50/110 → 60/100,,,1.16.2,,, • 공격 주기: 1.52 → 1.34,,,,,,
,,,,,, • 연구 시간: 53.6 → 85.7 → 78.6,,1.16.2,,,, • 공격 주기: 0.89 → 0.86,,,,,,스포어 콜로니,,,,,,
,,,,,,마린,,,,,, • 다리 강화 이동 속도 증가량: 62.2% → 66.6%,,,,,, • 비용: 25 → 50,,,,,,
,,,,,,• 생산 시간: 17.9 → 17.1,1.16.4,,,,,드라군,,,,,,• 변이 시간: 10.7 → 7.1,,,,,,
,,,,,, • 공격 주기: 0.67 → 0.69,,1.16.3,,,, • 보호막/체력: 70/110 →  80/100,,1.16.2,,,, • 방어력: 0 → 1 → 0,,1.16.3,,,,
,,,,,, • U-238 연구 시간: 71.4 → 78.6 → 85.6,,,1.16.2,,,하이 템플러,,,,,, • 공격력: 20 → 15 (기계 +5) → 20,,1.16.5 / 1.16.6,,,,
,,,,,,파이어뱃,,,,,, • 사이오닉 스톰 효과 반경: 1.875 → 1.6875,,,,,,스파이어,,,,,,
,,,,,,• 생산 시간: 17.9 → 17.1,1.16.4,,,,, • 사이오닉 스톰 개발 비용: 150/150 → 200/200,,,,,, • 비용: 150/100 → 200/150,,,,,,
,,,,,, • 체력: 65 → 55,,1.16.1,,,, • 할루시네이션 개발 비용: 75/75 → 50/50,,,,,, • 체력: 600 → 850,,,,,,
,,,,,,메딕,,,,,, • 할루시네이션 개발 시간: 35.7 → 21.4,,,,,,• 비행체 갑피 업그레이드 비용,1.16.5,,,,,
,,,,,,• 생산 시간: 17.9 → 17.1,1.16.4,,,,,아칸,,,,,,◦ 2단계: 175/175 → 150/150 → 175/175,,,,,,
,,,,,, • 이제 다른 전투 유닛과 유사하게 적 유닛의 어그로를 끌게 됨.,,,,,, • 공격 주기: 0.89 → 0.98,,,,,,◦ 3단계: 250/250 → 200/200 → 250/250,,,,,,
,,,,,, • 힐 초당 에너지 소모량: 5.6 → 6.3,,1.16.1,,,, • 공격 사거리: 2 → 3,,,,,,인페스티드 커맨드 센터,,,,,,
,,,,,, • 옵티컬 플레어 에너지 소모량: 50 → 75,,,,,,다크 템플러,,,,,, • 체력: 1500 → 2000,,,,,,
,,,,,,고스트,,,,,, • 비용: 125/100 → 125/75,,,,,, • 속성 추가: 생체,,,,,,
,,,,,, • 이동 속도: 3.5 → 3.15,,,,,,다크 아칸,,,,,,오버로드,,,,,,
,,,,,, • 락다운 에너지 소모량: 100 → 75,,,,,, • 초기 에너지: 75 → 50,,,,,, • 배주머니 진화 비용: 150/150 → 175/175,,,,,,
,,,,,, • 뉴클리어 스트라이크 시전 사거리: 12 → 13,,,,,, • 마인드 컨트롤 시전 사거리: 9 → 10,,,1.16.5,,, • 기낭 갑피 이동 속도 증가량: 270% → 240%,,,,,,
,,,,,,벌쳐,,,,,, • 마인드 컨트롤 개발 시간: 71.4 → 57.1,,,1.16.5,,, • 기낭 갑피 진화 비용: 100/100 → 75/75,,,,,,
,,,,,, • 이온 추진기 연구 시간: 53.6 → 57.1 → 64.3,,,1.16.2,,, • 더 이상 마인드 컨트롤로 빼앗은 유닛이 보급품을 소모하지 않습니다.,,,,1.16.5,, • 기낭 갑피 진화 시간: 30.7 → 28.6 → 35.7,,,1.16.2,,,
,,,,,, • 이온 추진기 이동 속도 증가량: 50% → 40%,,,,,, • 마엘스트롬 시전 사거리: 10 → 9,,,,,,저글링,,,,,,
,,,,,, • 스파이더 마인 연구 시간: 53.6 → 71.4 → 57.1,,,1.16.2,,, • 마엘스트롬 효과 반경: 1.875 → 1.6875,,,,,, • 공격 주기: 0.407 → 0.429 → 0.421,,,1.16.2,,,
,,,,,,스파이더 마인,,,,,, • 마엘스트롬 개발 비용: 100/100 → 150/150,,,,,, • 아드레날린 공격 속도 증가량: 37.5% → 40%,,,,,,
,,,,,, • 발동 범위: 2.75 → 3,,,,,,셔틀,,,,,,히드라리스크,,,,,,
,,,,,, • 방사 피해 범위,,1.16.4,,,,• 생산 시간: 32.9 → 30,,,,,, • 이동 속도: 2.89 → 3.06,,,,,,
,,,,,,   ◦ 100%: 1.5625 → 1.375 → 1.5625,,,,,, • 보호막/체력: 70/100 → 80/120 → 80/100,,,1.16.4,,, • 공격 주기: 0.67 → 0.69,,1.16.2,,,,
,,,,,,   ◦ 50%: 2.3437 → 2.063 → 2.3437,,,,,, • 가속도: 1.75 → 2.45,,,,,, • 근육 보강 이동 속도 증가량: 50% → 41.4%,,,,,,
,,,,,,   ◦ 25%: 3.125 → 2.75 → 3.125,,,,,, • 감속도: 1.75 → 2.45,,,,,, • 근육 보강 진화 시간: 71.4 → 64.3,,,1.16.4,,,
,,,,,,시즈 탱크,,,,,, • 들이기 시전 사거리: 2.5 → 1,,,,,, • 가시 홈 진화 비용: 125/125 → 150/150 → 125/125 → 100/100,,,,1.16.4 / 1.16.5,,
,,,,,, • 시즈 모드 공격 주기: 2.7 → 2.8 → 2.7,,,1.16.2,,,리버,,,,,, • 가시 홈 진화 시간: 100 → 64.3,,1.16.4,,,,
,,,,,, • 시즈 모드 연구 시간: 39.3 → 35.7,,,,,, • 보호막/체력: 70/110 → 80/100,,1.16.2,,,, • 럴커 진화 비용: 150/150 → 200/200 → 150/150 → 200/200 → 150/150    1.16.2 / 1.16.5 / 1.16.6,,,,,,
,,,,,,골리앗,,,,,, • 방어력: 0 → 1,,,,,, • 럴커 진화 시간: 57.1 → 75,,1.16.5,,,,
,,,,,, • 체력: 150 → 125,,,,,, • 공격력: 100 (보호막 +55) → 100 (보호막 +25),,,,,,럴커,,,,,,
,,,,,, • 반경: 0.875 → 0.75 (1.14.1 버전으로 롤백),,,,,, • 스캐럽 빌드 타임: 5.7 → 4.7,,1.16.2,,,, • 비용: 50/100 → 50/75 → 50/100,,,1.16.2,,,
,,,,,, • 모델 크기: 4.76% 감소 (1.14.1 버전으로 롤백),,,,,, • 스캐럽 이동 속도: 11.2 → 9.1 → 8.4,,,1.16.2,,, • 체력: 140 → 125,,1.16.2,,,,
,,,,,, • 카론 부스터 보너스 사거리: +3 → +2.5 → +2,,,1.16.1,,, • 스캐럽 공격력 증가 보너스 공격력: 25 (보호막 +30) → 25 (보호막 +25),,,,,, • 공격력: 20 (경장갑 +5) → 25,,1.16.2,,,,
,,,,,,레이스,,,,,, • 스캐럽 속성 추가: 거대,,,,,, • 방사 피해 범위: 0.6 → 0.6875,,,,,,
,,,,,, • 지상 공격력: 10 → 14,,,,,,옵저버,,,,,, • 공격 주기: 1.65 → 1.56,,1.16.4,,,,
,,,,,, • 지상 공격 주기: 1.2 → 1.25,,,,,,• 생산 시간: 10 → 14.3,,,,,,뮤탈리스크,,,,,,
,,,,,, • 지상 공격 사거리: 5 → 4,,,,,,스카웃,,,,,,• 쐐기 벌레 피해량: 50%/25% → 33.33%/11.11%,1.16.5,,,,,
,,,,,, • 클로킹 필드 연구 시간: 57.1 → 78.6,,,,,,• 소환 시간: 35.7 → 34.3,,,,,,,,,,,,
,,,,,,드랍십,,,,,, • 이동 속도: 4.73 → 4.38 → 4.46,,1.16.5,,,,,,,,,,
,,,,,, • 체력: 150 → 180,,,,,, • 지상 공격력: 10 (경장갑 +5) → 4 (경장갑 +1) x 4,,,,,,• 쐐기 벌레 사거리: 3 → 3.375,,,,,,
,,,,,, • 가속도: 1.0625 → 1.375,,1.16.4,,,, • 지상 공격력 업그레이드 수치: +1 → +0.5,,,,,, • 공격 유지 회전 보정 범위: 45° → 90°,,,,,,
,,,,,,발키리,,,,,, • 지상 공격 사거리: 5 → 4,,,,,,디바우러,,,,,,
,,,,,, • 비용: 200/125 → 250/125 → 200/100,,,1.16.1,,, • 지상 공격 주기: 1.21 → 1.25,,,,,, • 체력: 275 → 250,,,,,,
,,,,,,• 생산 시간: 32.9 → 32.1,1.16.1,,,,, • 공중 공격 주기: 0.98 → 1.07 → 0.98,,,1.16.5,,, • 공격력,,,,,,
,,,,,, • 감속도: 2.1 → 2.45,,,,,, • 중력 추진기 개발 비용: 100/100 → 150/150 → 100/100,,,,1.16.5,,"   ◦ 기본, 보호막: 22.5 → 18.75",,,,,,
,,,,,,• 공격력,1.16.1,,,,, • 중력 추진기 개발 시간: 57.1 → 64.3 → 57.1,,,1.16.5,,,   ◦ 경장갑: 18.75 → 15.625,,,,,,
,,,,,,"◦ 기본, 보호막: 6 → 5.25 → 4.5",,,,,, • 중력 추진기 이동 속도 증가량: 25.9% → 20% → 17.7%,,,,1.16.5,,   ◦ 중장갑: 30 → 25,,,,,,
,,,,,,◦ 경장갑: 5 → 4.375 → 3.75,,,,,,커세어,,,,,, • 공격 주기: 4.15 → 3.11,,,,,,
,,,,,,◦ 중장갑: 8 → 7 → 6,,,,,,• 소환 시간: 25 → 22.1,1.16.4,,,,, • 애시드 스포어 효과 반경: 1.5 → 2.25,,,,,,
,,,,,, • 방사 피해 범위,,,,,, • 초기 에너지: 75 → 50,,,,,,스커지,,,,,,
,,,,,,   ◦ 100%: 0.1375 → 0.1562,,,,,, • 가속도: 4.1875 → 6.25,,1.16.4,,,, • 체력: 30 → 25,,,,,,
,,,,,,   ◦ 50%: 1.375 → 1.5625,,,,,, • 회전 속도: 1050 → 1400,,1.16.4,,,, • 시야: 10 → 9,,,,,,
,,,,,,   ◦ 25%: 2.75 → 3.125,,,,,, • 공격력,,,,,, • 공격 명령 중 탐색 반경: 5 → 15,,,,,,
,,,,,, • 이제 공격할 때 감속이 이루어짐,,,,,,"   ◦ 기본, 보호막: 4.5 → 3.75",,,,,,퀸,,,,,,
,,,,,, • 공격 유지 회전 보정 범위: 11.25° → 45°,,,,,,   ◦ 경장갑: 3.75 → 3.125,,,,,, • 인페스트 커맨드 센터 시전 시간: 5.71 → 2.68,,,,,,
,,,,,,사이언스 베슬,,,,,,   ◦ 중장갑: 6 → 5,,,,,, • 이제 퀸이 인페스트 커맨드 센터 시전 중 건물 내부로 진입.,,,,,,
,,,,,, • 속성 추가: 거대,,,,,, • 공격 사거리: 6 → 5,,,,,, • 패러사이트 시전 사거리: 12 → 10 → 9,,,1.16.1,,,
,,,,,, • EMP 쇼크웨이브 에너지 소모량: 75 → 100,,,,,, • 방사 피해 범위,,,,,, • 브루들링 소환 시전 사거리: 10 → 9 → 10,,,1.16.1 / 1.16.3,,,
,,,,,, • EMP 쇼크웨이브 효과 반경: 1.875 → 2.25,,,,,,   ◦ 100%: 0.1375 → 0.1562,,,,,, • 인스네어 시전 사거리: 10 → 9,,,1.16.1,,,
,,,,,, • EMP 쇼크웨이브 연구 비용: 200/200 → 150/150,,,,,,   ◦ 50%: 1.375 → 1.5625,,,,,, • 이제 패러사이트가 대상 머리 위에 표시 안됨 (대신 디버프 표기),,,,,,
,,,,,, • EMP 쇼크웨이브 연구 시간: 78.6 → 71.4,,,,,,   ◦ 25%: 2.75 → 3.125,,,,,, • 이제 브루들링 소환 투사체가 대상에 닿기 전에 퀸이 죽을 경우 투사체가 제거됨.,,,,,,
,,,,,, • 이래디에이트 효과 반경: 1.875 → 대상 반경 + 0.875 → 대상 반경 + 1,,,,1.16.2,, • 디스럽션 웹 에너지 소모량: 100 → 125,,,,,,디파일러,,,,,,
,,,,,, • 이래디에이트 연구 시간: 59.3 → 57.1,,,,,, • 디스럽션 웹 지속 시간: 16.1 → 12.5,,,,,, • 체력: 90 → 80,,1.16.1,,,,
,,,,,,배틀크루저,,,,,, • 디스럽션 웹 효과 반경: 1.95 → 1.725,,,,,, • 컨슘 시전 시간: 0.23 → 0.13,,,,,,
,,,,,,• 생산 시간: 57.1 → 64.3,1.16.5,,,,, • 디스럽션 웹 개발 비용: 100/100 → 150/150,,,,,, • 컨슘 후딜레이: 0.28 → 0,,,,,,
,,,,,, • 비용: 400/300 → 375/275,,,,,,캐리어,,,,,, • 다크 스웜 효과 반경: 3.75 → 2.8125,,,,,,
,,,,,, • 체력: 600 → 550,,,,,,• 소환 시간: 57.1 → 64.3,,,,,, • 플레이그 진화 비용: 150/150 → 200/200,,,,,,
,,,,,, • 이동 속도: 2.62 → 2.8,,1.16.5,,,, • 보호막/체력: 175/300 → 150/300,,,,,, • 플레이그 진화 시간: 92.9 → 57.1,,,,,,
,,,,,, • 공격력: 36 → 36 (기계 +8),,1.16.5,,,, • 인터셉터 출격 지연 시간: 0.18 → 0.27,,,,,, • 플레이그 피해량: 281.25 → 296.25,,,,,,
,,,,,, • 공격 주기: 1.2 → 1.25,,,,,,아비터,,,,,,   ◦ 틱당 피해량: 0.9375 → 3.95,,,,,,
,,,,,, • 야마토 건 에너지 비용: 125 → 100,,,1.16.5,,,• 소환 시간: 68.6 → 64.3,1.16.5,,,,,   ◦ 틱 주기: 0.09 → 0.36,,,,,,
,,,,,, • 야마토 건 시전 사거리: 12 → 10,,,1.16.5,,, • 리콜 효과 반경: 2.544 → 2.25,,,,,,,,,,,,
,,,,,, • 야마토 건 발사체 최대 사거리: 24 → 20,,,1.16.5,,, • 스테이시스 필드 효과 반경: 1.875 → 1.6875,,,,,,,,,,,,
,,,,,, • 야마토 건 연구 시간: 80.4 → 71.4,,,1.16.5,,, • 이제 스테이시스 필드가 영웅 유닛을 대상으로 삼을 수 있음.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
 • 실드 방어력 1은 이제 폭발형·진동형 피해를 1이 아닌 0.75만큼 감소시킴.,,,,,,,,,,,,,,,,,,,,,,,,
1.15 (25.04.14)  /  1.15.1 (04.21),,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,커맨드 센터 - 컴샛 스테이션,,,,,,아비터 트라이뷰널,,,,,,드론,,,,,,
,,,,,, • 이제 컴샛 스테이션이 부착된 커맨드 센터는 직접 스캔 사용 가능,,,,,, • 비용: 250/200 → 200/150,,1.15.1,,,, • 공격 주기: 1.07 → 1.11,,,,,,
,,,,,,배럭,,,,,,질럿,,,,,,오버로드,,,,,,
,,,,,,• 건설 시간: 50 → 47.9,1.15.1,,,,, • 보호막/체력: 65/100 → 60/110,,,,,, • 시야: 10 → 11,,,,,,
,,,,,,아카데미,,,,,,하이 템플러,,,,,, • 안테나 진화 비용: 50/50 → 75/75,,,,,,
,,,,,,• 건설 시간: 28.9 → 42.9,,,,,, • 할루시네이션 개발 비용: 50/50 → 75/75,,,,,, • 안테나 진화 시간: 42.9 → 35.7,,,,,,
,,,,,,스팀팩,,,,,, • 할루시네이션 개발 시간: 57.1 → 35.7,,,,,, • 안테나 진화 보너스 시야: +3 → +2,,,,,,
,,,,,, • 연구 시간: 60.7 → 53.6,,,,,, • 사이오닉 스톰 CP 감소 - 초기 지연 시간: 0.3 → 0.13,,,,,,저글링,,,,,,
,,,,,,파이어뱃,,,,,,셔틀,,1.15.1,,,, • 공격 주기: 0.429 → 0.407,,,,,,
,,,,,, • 공격 시 움직임 억제 시간: 0 → 0.36,,,,,, • 비용: 150 → 175,,,,,, • 아드레날린 분비선 공격 속도 증가량: 45% → 37.5%,,,,,,
,,,,,,메딕,,,,,, • 중력 구동기 개발 비용: 100/100 → 125/125,,,,,,히드라리스크,,,,,,
,,,,,, • 이제 벙커나 수송선 내부에서 치료 불가,,,,,, • 내보내기 속도: 0.64 → 0.71,,,,,, • 공격 주기: 0.74 → 0.67,,,,,,
,,,,,, • 이동 속도: 3.94 → 3.5,,,,,,리버,,,,,, • 근육 보강 진화 비용: 150/150 → 100/100,,,,,,
,,,,,, • 리스토레이션 연구 비용: 50/50 → 100/100,,,,,, • 드랍 스턴 지속 시간: 1.34 → 1.13,,,,,, • 가시 홈 진화 비용: 150/150 → 125/125,,,,,,
,,,,,, • 리스토레이션 연구 시간: 53.6 → 42.9,,,,,," • 이제 마지막 스캐럽을 발사한 후 지상에 공격 명령이 내려졌을 경우, 2.23초 동안 제자리에 머무름.",,,,,,디바우러,,,,,,
,,,,,, • 카두세우스 반응로 연구 비용: 50/50 → 100/100,,,,,,"   ◦ 지상 공격 이동 명령이 다시 내려지면, 해당 위치로 이동하면서 새로운 스캐럽이 생산될 때까지 전진",,,,,,• 비용: 150/50 → 100/50,1.15.1,,,,,
,,,,,, • 카두세우스 반응로 연구 시간: 46.4 → 57.1,,,,,,"   ◦ 특정 유닛을 대상으로 공격 명령이 내려지면, 거리를 유지한 채 공격 지속",,,,,,퀸,,,,,,
,,,,,,고스트,,,,,,옵저버,,,,,, • 인스네어 진화 비용: 50/50 → 100/100,,,,,,
,,,,,, • 이동 속도: 3.94 → 3.5,,,,,, • 중력 가속기 개발 비용: 50/50 → 100/100,,,,,, • 인스네어 진화 시간: 35 → 50,,,,,,
,,,,,, • 퍼스널 클로킹 연구 시간: 35 → 50,,,,,, • 중력 가속기 개발 시간: 57.1 → 42.9,,,,,, • 생식 분열 진화 비용: 150/150 → 100/100,,,,,,
,,,,,, • 인공눈 이식 연구 비용: 50/50 → 75/75,,,,,, • 탐지기 배열 개발 비용: 50/50 → 75/75,,,,,,디파일러,,,,,,
,,,,,, • 인공눈 이식 연구 시간: 42.9 → 35.7,,,,,, • 탐지기 배열 개발 시간: 64.3 → 35.7,,,,,, • 연접변화 노드 진화 비용: 150/150 → 100/100,,,,,,
,,,,,, • 뫼비우스 반응로 연구 비용: 150/150 → 100/100,,,,,,스카웃,,,,,,,,,,,,
,,,,,,골리앗,,,,,, • 에이피얼 탐지기 개발 비용: 50/50 → 75/75,,,,,,,,,,,,
,,,,,, • 모델 크기: 12.5% 증가 시켰다가 6.67% 감소,,,1.15.1,,, • 중력 추진기 개발 비용: 50/50 → 100/100,,,,,,,,,,,,
,,,,,, • 반경: 0.75 → 0.875,,,,,, • 중력 추진기 이동 속도 증가량: 25% (5.91) → 25.93% (5.95),,,,,,,,,,,,
,,,,,, • 지상 공격 주기: 1.02 → 0.94,,,,,,커세어,,,,,,,,,,,,
,,,,,, • 공중 공격 주기: 0.98 → 0.94,,,,,, • 방사 피해 범위,,1.15.1,,,,,,,,,,
,,,,,, • 카론 부스터 연구 보너스 사거리: +2 (8) → +3 (9),,,,,,   ◦ 100%: 0.1562 → 0.1375,,,,,,,,,,,,
,,,,,,드랍십,,,,,,   ◦ 50%: 1.5625 → 1.375,,,,,,,,,,,,
,,,,,, • 비용: 100/25 → 100/50,,,,,,   ◦ 25%: 3.125 → 2.75,,,,,,,,,,,,
,,,,,,• 생산 시간: 27.1 → 25,,,,,, • 디스럽션 웹 개발 비용: 50/50 → 100/100,,,,,,,,,,,,
,,,,,,발키리,,,,,,캐리어,,,,,,,,,,,,
,,,,,, • 비용: 250/125 → 200/125,,,,,, • 캐리어 수용력 개발 비용: 200/200 → 100/100,,,,,,,,,,,,
,,,,,, • 방사 피해 범위,,1.15.1,,,, • 캐리어 수용력 개발 시간: 64.3 → 57.1,,,,,,,,,,,,
,,,,,,   ◦ 100%: 0.1562 → 0.1375,,,,,,아비터,,,,,,,,,,,,
,,,,,,   ◦ 50%: 1.5625 → 1.375,,,,,, • 스테이시스 필드 시전 사거리: 8 → 9,,,,,,,,,,,,
,,,,,,   ◦ 25%: 3.125 → 2.75,,,,,, • 스테이시스 필드 지속 시간: 21.4 → 32.9,,,,,,,,,,,,
,,,,,,사이언스 베슬,,,,,, • 스테이시스 필드 지속 시간: 21.4 → 32.9,,,,,,,,,,,,
,,,,,, • 속성 제거: 거대,,1.15.1,,,,,,,,,,,,,,,,
,,,,,,배틀크루저,,,,,,,,,,,,,,,,,,
,,,,,, • 비용: 375/275 → 400/300,,,,,,,,,,,,,,,,,,
,,,,,, • 공격력: 27 → 36,,,,,,,,,,,,,,,,,,
,,,,,, • 공격 주기: 0.8 → 1.2,,,,,,,,,,,,,,,,,,
,,,,,, • 야마토 건 공격력,,,,,,,,,,,,,,,,,,
,,,,,,   ◦ 180 → 195,,,,,,,,,,,,,,,,,,
,,,,,,   ◦ 경장갑: 150 → 162.5,,,,,,,,,,,,,,,,,,
,,,,,,   ◦ 중장갑: 240 → 260,,,,,,,,,,,,,,,,,,
,,,,,,   ◦ 보호막: 180 → 195,,,,,,,,,,,,,,,,,,
,,,,,, • 공격력 업그레이드 수치: +3 → +4,,,1.15.1,,,,,,,,,,,,,,,
,,,,,, • 야마토 건 에너지 소모량: 100 → 125,,,,,,,,,,,,,,,,,,
,,,,,, • 콜로서스 반응로 연구 비용: 150/150 → 100/100,,,,,,,,,,,,,,,,,,
1.14 (25.03.24)  /  1.14.1 (04.05),,,,,,,,,,,,,,,,,,,,,,,,
폭발형·진동형,,,,,,메딕,,,,,,실드 배터리,,,,,,퀸,,,,,,
 • 보호막 피해 계수: 80% → 75%,,,,,, • 힐,,,,,, • 초당 보호막 회복량: 39.2 → 50.4,,,,,, • 인스네어 시전 사거리: 9 → 10,,,,,,
,,,,,,   ◦ 초당 에너지 소모량: 6.6 → 5.6,,,,,,하이 템플러,,,,,, • 인스네어 효과 반경: 2 → 2.25,,,,,,
,,,,,,   ◦ 초당 체력 회복량: 16.8 → 12.6,,,,,, • 사이오닉 스톰 시전 시작 시간: 0 → 0.18,,,,,, • 인스네어 진화 비용: 100/100 → 50/50,,,,,,
,,,,,,   ◦ 시전 사거리: 3 → 2,,1.14.1,,,, • 사이오닉 스톰 시전 마무리 시간: 0.36 → 0.22,,,,,,디파일러,,,,,,
,,,,,,,,,,,,다크 아칸,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,   ◦ 공격 우선 순위값: 18 → 20,,1.14.1,,,, • 이제 마인드 컨트롤이 빼앗은 유닛의 완료된 개발를 플레이어에게 영구 귀속,,,,,, • 플레이그 효과 반경: 2.2 → 2.25,,,,,,
,,,,,,배틀크루저,,,,,,   ◦ 공격력 및 방어력 업그레이드는 제외,,,,,,,,,,,,
,,,,,, • 체력: 650 → 600,,,,,,,,,,,,,,,,,,
,,,,,, • 공격 주기: 0.84 → 0.8,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,, • 이제 동맹 유닛을 대상으로 마인드 컨트롤 시전 가능,,,,,,,,,,,,
,,,,,,,,,,,, • 이제 마인드 컨트롤로 빼앗은 유닛의 보급품이 정상적으로 플레이어의 보급품에 가산됨,,,,,,,,,,,,
,,,,,,,,,,,,리버,,,,,,,,,,,,
,,,,,,,,,,,,• 리버에 스캐럽이 없어도 무기 재사용 대기시간이 돌던 문제 수정,,,,,,,,,,,,
,,,,,,,,,,,,스카웃,,,,,,,,,,,,
,,,,,,,,,,,, • 지상 공격력: 9 (경장갑 +6) → 10 (경장갑 +5),,,,,,,,,,,,
1.13 (25.02.24)  /  1.13.2 (02.25)  /  1.13.3 (03.07),,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,컴샛 스테이션,,,,,,로보틱스 퍼실리티,,,,,,성큰 콜로니,,,,,,
,,,,,, • 체력: 500 → 550,,,,,,• 소환 시간: 46.4 → 39.3,1.13.2,,,,,• 변이 시간: 12.9 → 14.3,,,,,,
,,,,,,뉴클리어 사일로,,,,,,로보틱스 서포트 베이,,,,,,뮤탈리스크,,,,,,
,,,,,, • 체력: 600 → 550,,,,,,• 소환 시간: 21.4 → 28.6,1.13.2,,,,,• 쐐기 벌레 피해량: 33.33%/11.11% → 50%/25%,1.13.3,,,,,
,,,,,,배럭,,,,,,아칸,1.13.3,,,,,,,,,,,
,,,,,,• 건설 시간: 47.9 → 50,,,,,, • 속성: 중장갑 → 무장갑,,,,,,,,,,,,
,,,,,,엔지니어링 베이,,,,,, • 보호막: 375 → 350,,,,,,디바우러,,,,,,
,,,,,,• 건설 시간: 21.4 → 28.6,,,,,,다크 아칸,1.13.3,,,,, • 체력: 250 → 275,,,,,,
,,,,,,머신 샵,,,,,, • 속성: 중장갑 → 무장갑,,,,,, • 방어력: 3 → 2,,,,,,
,,,,,, • 체력: 750 → 550,,,,,, • 보호막: 225 → 200,,,,,, • 공격 주기: 4.46 → 4.15,,,,,,
,,,,,,컨트롤 타워,,,,,,스카웃,,,,,, • 공격 사거리: 6 → 7,,,,,,
,,,,,,,,,,,,,,,,,,"• 디바우러의 산성 포자가 연속적인 빔 무기의 공격 주기를 낮추지 않던 문제 해결 (예언자, 파수기, 공허포격기)",,,,,,
,,,,,, • 체력: 500 → 550,,,,,, • 지상 공격 사거리: 4 → 5,,,,,,디파일러,,,,,,
,,,,,,코버트 옵스,,,,,,커세어,,1.13.3,,,, • 컨슘 진화 필요,,,,,,
,,,,,, • 체력: 750 → 550,,,,,, • 방사 피해 범위,,,,,,"   ◦ 비용: 100/100, 57.1초",,,,,,
,,,,,,피직스 랩,,,,,,   ◦ 100%: 1.0834 → 0.1562,,,,,,인페스티드 테란,1.13.2,,,,,
,,,,,, • 체력: 600 → 550,,,,,,   ◦ 50%: 2.1667 → 1.5625,,,,,,• 생산 시간: 23.6 → 13.6,,,,,,
,,,,,,스팀팩,,,,,,   ◦ 25%: 3.25 → 3.125,,,,,, • 비용: 100/50 → 75/25,,,,,,
,,,,,, • 연구 시간: 54.3 → 60.7,,,,,,캐리어,,,,,, • 공격력,,,,,,
,,,,,,메딕,,,,,,• 소환 시간: 64.3 → 57.1,,,,,,   ◦ 기본: 375 → 307.5,,,,,,
,,,,,, • 체력: 65 → 60,,,,,,,,,,,,   ◦ 경장갑: 312.5 → 256.25,,,,,,
,,,,,,고스트,1.13.2,,,,,,,,,,,   ◦ 중장갑: 500 → 410,,,,,,
,,,,,, • 락다운 에너지 소모량: 75 → 100,,,,,, • 이제 마인드 컨트롤 당한 다크 아콘은 그 에너지가 즉시 고갈됨,,,,,,   ◦ 보호막: 400 → 328,,,,,,
,,,,,, • 인공눈 이식 연구 비용: 100/100 → 50/50,,,,,,,,,,,,,,,,,,
,,,,,,시즈 탱크,,,,,,,,,,,,,,,,,,
,,,,,, • 탱크 모드 공격 주기: 1.58 → 1.28,,,,,,,,,,,,,,,,,,
,,,,,,골리앗,,,,,,,,,,,,,,,,,,
,,,,,, • 지상 공격 주기: 0.94 → 1.02,,,,,,,,,,,,,,,,,,
,,,,,,드랍십,,,,,,,,,,,,,,,,,,
,,,,,, • 감속도: 1.49 → 1.93,,,,,,,,,,,,,,,,,,
,,,,,,발키리,1.13.3,,,,,,,,,,,,,,,,,
,,,,,, • 공격력,,,,,,,,,,,,,,,,,,
,,,,,,   ◦ 기본: 4.5 → 6,,,,,,,,,,,,,,,,,,
,,,,,,   ◦ 경장갑: 3.75 → 5,,,,,,,,,,,,,,,,,,
,,,,,,   ◦ 중장갑: 6 → 8,,,,,,,,,,,,,,,,,,
,,,,,,   ◦ 보호막: 4.8 → 6.4,,,,,,,,,,,,,,,,,,
,,,,,, • 방사 피해 범위,,,,,,,,,,,,,,,,,,
,,,,,,   ◦ 100%: 1.5 → 0.1562,,,,,,,,,,,,,,,,,,
,,,,,,   ◦ 50%: 2 → 1.5625,,,,,,,,,,,,,,,,,,
,,,,,,   ◦ 25%: 2.5 → 3.125,,,,,,,,,,,,,,,,,,
,,,,,, • 공격 간 지연 시간: 0.25 → 0.42,,,,,,,,,,,,,,,,,,
,,,,,,   ◦ 발키리의 공격은 미사일 8개가 네 쌍으로 묶여 나감. 위 변화는 각 쌍이 발사되기까지의 시간을 조정,,,,,,,,,,,,,,,,,,
,,,,,,사이언스 베슬,,,,,,,,,,,,,,,,,,
,,,,,, • 속성 추가: 거대,,1.13.3,,,,,,,,,,,,,,,,
,,,,,,배틀크루저,,,,,,,,,,,,,,,,,,
,,,,,,• 생산 시간: 64.3 → 57.1,,,,,,,,,,,,,,,,,,
1.12 (25.01.27)  /  1.12.2 (02.01)  /  1.12.3 (02.05)  /  1.12.4 (02.07),,,,,,,,,,,,,,,,,,,,,,,,
전체 변경 사항,,,,,,,,,,,,,,,,,,,,,,,,
